Time,Lane 1 Flow (Veh/5 Minutes)
05/17/2018 20:45:00,342
05/17/2018 20:50:00,339
05/17/2018 20:55:00,347
05/17/2018 21:00:00,349
05/17/2018 21:05:00,353
05/17/2018 21:10:00,379
05/17/2018 21:15:00,363
05/17/2018 21:20:00,340
05/17/2018 21:25:00,332
05/17/2018 21:30:00,307
05/17/2018 21:35:00,311
05/17/2018 21:40:00,304
05/17/2018 21:45:00,292
05/17/2018 21:50:00,282
05/17/2018 21:55:00,282
05/17/2018 22:00:00,260
05/17/2018 22:05:00,271
05/17/2018 22:10:00,274
05/17/2018 22:15:00,236
05/17/2018 22:20:00,224
05/17/2018 22:25:00,212
05/17/2018 22:30:00,211
05/17/2018 22:35:00,205
05/17/2018 22:40:00,207
05/17/2018 22:45:00,186
05/17/2018 22:50:00,173
05/17/2018 22:55:00,161
05/17/2018 23:00:00,169
05/17/2018 23:05:00,193
05/17/2018 23:10:00,185
05/17/2018 23:15:00,172
05/17/2018 23:20:00,160
05/17/2018 23:25:00,153
05/17/2018 23:30:00,138
05/17/2018 23:35:00,136
05/17/2018 23:40:00,133
05/17/2018 23:45:00,118
05/17/2018 23:50:00,121
05/17/2018 23:55:00,127
05/18/2018 00:00:00,90
05/18/2018 00:05:00,96
05/18/2018 00:10:00,131
05/18/2018 00:15:00,93
05/18/2018 00:20:00,90
05/18/2018 00:25:00,81
05/18/2018 00:30:00,88
05/18/2018 00:35:00,71
05/18/2018 00:40:00,78
05/18/2018 00:45:00,74
05/18/2018 00:50:00,55
05/18/2018 00:55:00,74
05/18/2018 01:00:00,64
05/18/2018 01:05:00,57
05/18/2018 01:10:00,57
05/18/2018 01:15:00,71
05/18/2018 01:20:00,61
05/18/2018 01:25:00,55
05/18/2018 01:30:00,46
05/18/2018 01:35:00,41
05/18/2018 01:40:00,49
05/18/2018 01:45:00,50
05/18/2018 01:50:00,45
05/18/2018 01:55:00,46
05/18/2018 02:00:00,47
05/18/2018 02:05:00,45
05/18/2018 02:10:00,41
05/18/2018 02:15:00,41
05/18/2018 02:20:00,40
05/18/2018 02:25:00,29
05/18/2018 02:30:00,32
05/18/2018 02:35:00,28
05/18/2018 02:40:00,23
05/18/2018 02:45:00,28
05/18/2018 02:50:00,18
05/18/2018 02:55:00,36
05/18/2018 03:00:00,32
05/18/2018 03:05:00,23
05/18/2018 03:10:00,22
05/18/2018 03:15:00,26
05/18/2018 03:20:00,17
05/18/2018 03:25:00,13
05/18/2018 03:30:00,19
05/18/2018 03:35:00,19
05/18/2018 03:40:00,21
05/18/2018 03:45:00,24
05/18/2018 03:50:00,18
05/18/2018 03:55:00,23
05/18/2018 04:00:00,20
05/18/2018 04:05:00,14
05/18/2018 04:10:00,16
05/18/2018 04:15:00,29
05/18/2018 04:20:00,11
05/18/2018 04:25:00,31
05/18/2018 04:30:00,30
05/18/2018 04:35:00,33
05/18/2018 04:40:00,32
05/18/2018 04:45:00,22
05/18/2018 04:50:00,34
05/18/2018 04:55:00,35
05/18/2018 05:00:00,32
05/18/2018 05:05:00,43
05/18/2018 05:10:00,37
05/18/2018 05:15:00,45
05/18/2018 05:20:00,58
05/18/2018 05:25:00,47
05/18/2018 05:30:00,57
05/18/2018 05:35:00,65
05/18/2018 05:40:00,67
05/18/2018 05:45:00,76
05/18/2018 05:50:00,99
05/18/2018 05:55:00,86
05/18/2018 06:00:00,71
05/18/2018 06:05:00,103
05/18/2018 06:10:00,113
05/18/2018 06:15:00,106
05/18/2018 06:20:00,112
05/18/2018 06:25:00,114
05/18/2018 06:30:00,123
05/18/2018 06:35:00,179
05/18/2018 06:40:00,188
05/18/2018 06:45:00,198
05/18/2018 06:50:00,172
05/18/2018 06:55:00,179
05/18/2018 07:00:00,177
05/18/2018 07:05:00,188
05/18/2018 07:10:00,207
05/18/2018 07:15:00,207
05/18/2018 07:20:00,240
05/18/2018 07:25:00,262
05/18/2018 07:30:00,240
05/18/2018 07:35:00,294
05/18/2018 07:40:00,339
05/18/2018 07:45:00,326
05/18/2018 07:50:00,338
05/18/2018 07:55:00,295
05/18/2018 08:00:00,268
05/18/2018 08:05:00,273
05/18/2018 08:10:00,270
05/18/2018 08:15:00,275
05/18/2018 08:20:00,267
05/18/2018 08:25:00,276
05/18/2018 08:30:00,266
05/18/2018 08:35:00,295
05/18/2018 08:40:00,321
05/18/2018 08:45:00,328
05/18/2018 08:50:00,321
05/18/2018 08:55:00,272
05/18/2018 09:00:00,269
05/18/2018 09:05:00,270
05/18/2018 09:10:00,269
05/18/2018 09:15:00,279
05/18/2018 09:20:00,276
05/18/2018 09:25:00,293
05/18/2018 09:30:00,281
05/18/2018 09:35:00,266
05/18/2018 09:40:00,289
05/18/2018 09:45:00,322
05/18/2018 09:50:00,317
05/18/2018 09:55:00,329
05/18/2018 10:00:00,311
05/18/2018 10:05:00,348
05/18/2018 10:10:00,368
05/18/2018 10:15:00,296
05/18/2018 10:20:00,320
05/18/2018 10:25:00,300
05/18/2018 10:30:00,320
05/18/2018 10:35:00,338
05/18/2018 10:40:00,338
05/18/2018 10:45:00,347
05/18/2018 10:50:00,335
05/18/2018 10:55:00,321
05/18/2018 11:00:00,288
05/18/2018 11:05:00,316
05/18/2018 11:10:00,358
05/18/2018 11:15:00,416
05/18/2018 11:20:00,386
05/18/2018 11:25:00,375
05/18/2018 11:30:00,405
05/18/2018 11:35:00,410
05/18/2018 11:40:00,401
05/18/2018 11:45:00,407
05/18/2018 11:50:00,428
05/18/2018 11:55:00,419
05/18/2018 12:00:00,388
05/18/2018 12:05:00,418
05/18/2018 12:10:00,366
05/18/2018 12:15:00,400
05/18/2018 12:20:00,404
05/18/2018 12:25:00,421
05/18/2018 12:30:00,400
05/18/2018 12:35:00,448
05/18/2018 12:40:00,416
05/18/2018 12:45:00,450
05/18/2018 12:50:00,481
05/18/2018 12:55:00,451
05/18/2018 13:00:00,442
05/18/2018 13:05:00,385
05/18/2018 13:10:00,464
05/18/2018 13:15:00,451
05/18/2018 13:20:00,459
05/18/2018 13:25:00,452
05/18/2018 13:30:00,511
05/18/2018 13:35:00,488
05/18/2018 13:40:00,489
05/18/2018 13:45:00,539
05/18/2018 13:50:00,533
05/18/2018 13:55:00,499
05/18/2018 14:00:00,534
05/18/2018 14:05:00,540
05/18/2018 14:10:00,582
05/18/2018 14:15:00,575
05/18/2018 14:20:00,514
05/18/2018 14:25:00,539
05/18/2018 14:30:00,562
05/18/2018 14:35:00,563
05/18/2018 14:40:00,560
05/18/2018 14:45:00,581
05/18/2018 14:50:00,537
05/18/2018 14:55:00,571
05/18/2018 15:00:00,573
05/18/2018 15:05:00,597
05/18/2018 15:10:00,618
05/18/2018 15:15:00,576
05/18/2018 15:20:00,584
05/18/2018 15:25:00,610
05/18/2018 15:30:00,613
05/18/2018 15:35:00,647
05/18/2018 15:40:00,611
05/18/2018 15:45:00,593
05/18/2018 15:50:00,615
05/18/2018 15:55:00,616
05/18/2018 16:00:00,550
05/18/2018 16:05:00,573
05/18/2018 16:10:00,571
05/18/2018 16:15:00,586
05/18/2018 16:20:00,588
05/18/2018 16:25:00,543
05/18/2018 16:30:00,576
05/18/2018 16:35:00,573
05/18/2018 16:40:00,595
05/18/2018 16:45:00,566
05/18/2018 16:50:00,546
05/18/2018 16:55:00,549
05/18/2018 17:00:00,522
05/18/2018 17:05:00,614
05/18/2018 17:10:00,594
05/18/2018 17:15:00,591
05/18/2018 17:20:00,576
05/18/2018 17:25:00,545
05/18/2018 17:30:00,599
05/18/2018 17:35:00,538
05/18/2018 17:40:00,511
05/18/2018 17:45:00,450
05/18/2018 17:50:00,493
05/18/2018 17:55:00,440
05/18/2018 18:00:00,444
05/18/2018 18:05:00,471
05/18/2018 18:10:00,473
05/18/2018 18:15:00,486
05/18/2018 18:20:00,522
05/18/2018 18:25:00,474
05/18/2018 18:30:00,475
05/18/2018 18:35:00,485
05/18/2018 18:40:00,436
05/18/2018 18:45:00,446
05/18/2018 18:50:00,397
05/18/2018 18:55:00,398
05/18/2018 19:00:00,420
05/18/2018 19:05:00,382
05/18/2018 19:10:00,435
05/18/2018 19:15:00,389
05/18/2018 19:20:00,399
05/18/2018 19:25:00,415
05/18/2018 19:30:00,384
05/18/2018 19:35:00,355
05/18/2018 19:40:00,415
05/18/2018 19:45:00,377
05/18/2018 19:50:00,394
05/18/2018 19:55:00,351
05/18/2018 20:00:00,330
05/18/2018 20:05:00,343
05/18/2018 20:10:00,371
05/18/2018 20:15:00,405
05/18/2018 20:20:00,365
05/18/2018 20:25:00,366
05/18/2018 20:30:00,346
05/18/2018 20:35:00,353
05/18/2018 20:40:00,341
05/18/2018 20:45:00,357
05/18/2018 20:50:00,339
05/18/2018 20:55:00,345
05/18/2018 21:00:00,314
05/18/2018 21:05:00,376
05/18/2018 21:10:00,374
05/18/2018 21:15:00,347
05/18/2018 21:20:00,370
05/18/2018 21:25:00,338
05/18/2018 21:30:00,325
05/18/2018 21:35:00,312
05/18/2018 21:40:00,373
05/18/2018 21:45:00,297
05/18/2018 21:50:00,344
05/18/2018 21:55:00,344
05/18/2018 22:00:00,322
05/18/2018 22:05:00,301
05/18/2018 22:10:00,320
05/18/2018 22:15:00,326
05/18/2018 22:20:00,278
05/18/2018 22:25:00,243
05/18/2018 22:30:00,266
05/18/2018 22:35:00,233
05/18/2018 22:40:00,234
05/18/2018 22:45:00,226
05/18/2018 22:50:00,230
05/18/2018 22:55:00,238
05/18/2018 23:00:00,197
05/18/2018 23:05:00,219
05/18/2018 23:10:00,235
05/18/2018 23:15:00,201
05/18/2018 23:20:00,208
05/18/2018 23:25:00,187
05/18/2018 23:30:00,234
05/18/2018 23:35:00,183
05/18/2018 23:40:00,178
05/18/2018 23:45:00,190
05/18/2018 23:50:00,162
05/18/2018 23:55:00,144
05/21/2018 00:00:00,97
05/21/2018 00:05:00,97
05/21/2018 00:10:00,79
05/21/2018 00:15:00,89
05/21/2018 00:20:00,70
05/21/2018 00:25:00,64
05/21/2018 00:30:00,69
05/21/2018 00:35:00,51
05/21/2018 00:40:00,48
05/21/2018 00:45:00,43
05/21/2018 00:50:00,48
05/21/2018 00:55:00,70
05/21/2018 01:00:00,40
05/21/2018 01:05:00,43
05/21/2018 01:10:00,37
05/21/2018 01:15:00,37
05/21/2018 01:20:00,29
05/21/2018 01:25:00,26
05/21/2018 01:30:00,36
05/21/2018 01:35:00,24
05/21/2018 01:40:00,28
05/21/2018 01:45:00,31
05/21/2018 01:50:00,24
05/21/2018 01:55:00,28
05/21/2018 02:00:00,27
05/21/2018 02:05:00,26
05/21/2018 02:10:00,29
05/21/2018 02:15:00,31
05/21/2018 02:20:00,21
05/21/2018 02:25:00,21
05/21/2018 02:30:00,22
05/21/2018 02:35:00,29
05/21/2018 02:40:00,11
05/21/2018 02:45:00,17
05/21/2018 02:50:00,16
05/21/2018 02:55:00,24
05/21/2018 03:00:00,13
05/21/2018 03:05:00,19
05/21/2018 03:10:00,19
05/21/2018 03:15:00,23
05/21/2018 03:20:00,16
05/21/2018 03:25:00,12
05/21/2018 03:30:00,11
05/21/2018 03:35:00,13
05/21/2018 03:40:00,15
05/21/2018 03:45:00,19
05/21/2018 03:50:00,17
05/21/2018 03:55:00,20
05/21/2018 04:00:00,17
05/21/2018 04:05:00,17
05/21/2018 04:10:00,24
05/21/2018 04:15:00,14
05/21/2018 04:20:00,24
05/21/2018 04:25:00,13
05/21/2018 04:30:00,20
05/21/2018 04:35:00,25
05/21/2018 04:40:00,40
05/21/2018 04:45:00,26
05/21/2018 04:50:00,31
05/21/2018 04:55:00,25
05/21/2018 05:00:00,23
05/21/2018 05:05:00,35
05/21/2018 05:10:00,34
05/21/2018 05:15:00,39
05/21/2018 05:20:00,46
05/21/2018 05:25:00,45
05/21/2018 05:30:00,35
05/21/2018 05:35:00,71
05/21/2018 05:40:00,85
05/21/2018 05:45:00,84
05/21/2018 05:50:00,83
05/21/2018 05:55:00,99
05/21/2018 06:00:00,68
05/21/2018 06:05:00,98
05/21/2018 06:10:00,111
05/21/2018 06:15:00,96
05/21/2018 06:20:00,122
05/21/2018 06:25:00,113
05/21/2018 06:30:00,153
05/21/2018 06:35:00,151
05/21/2018 06:40:00,192
05/21/2018 06:45:00,189
05/21/2018 06:50:00,165
05/21/2018 06:55:00,156
05/21/2018 07:00:00,166
05/21/2018 07:05:00,219
05/21/2018 07:10:00,222
05/21/2018 07:15:00,257
05/21/2018 07:20:00,241
05/21/2018 07:25:00,306
05/21/2018 07:30:00,281
05/21/2018 07:35:00,282
05/21/2018 07:40:00,314
05/21/2018 07:45:00,293
05/21/2018 07:50:00,305
05/21/2018 07:55:00,263
05/21/2018 08:00:00,264
05/21/2018 08:05:00,236
05/21/2018 08:10:00,282
05/21/2018 08:15:00,291
05/21/2018 08:20:00,279
05/21/2018 08:25:00,317
05/21/2018 08:30:00,279
05/21/2018 08:35:00,311
05/21/2018 08:40:00,326
05/21/2018 08:45:00,315
05/21/2018 08:50:00,310
05/21/2018 08:55:00,281
05/21/2018 09:00:00,299
05/21/2018 09:05:00,224
05/21/2018 09:10:00,284
05/21/2018 09:15:00,273
05/21/2018 09:20:00,298
05/21/2018 09:25:00,289
05/21/2018 09:30:00,233
05/21/2018 09:35:00,263
05/21/2018 09:40:00,281
05/21/2018 09:45:00,278
05/21/2018 09:50:00,285
05/21/2018 09:55:00,277
05/21/2018 10:00:00,262
05/21/2018 10:05:00,288
05/21/2018 10:10:00,282
05/21/2018 10:15:00,306
05/21/2018 10:20:00,284
05/21/2018 10:25:00,304
05/21/2018 10:30:00,296
05/21/2018 10:35:00,316
05/21/2018 10:40:00,362
05/21/2018 10:45:00,316
05/21/2018 10:50:00,354
05/21/2018 10:55:00,331
05/21/2018 11:00:00,321
05/21/2018 11:05:00,347
05/21/2018 11:10:00,350
05/21/2018 11:15:00,311
05/21/2018 11:20:00,354
05/21/2018 11:25:00,332
05/21/2018 11:30:00,334
05/21/2018 11:35:00,351
05/21/2018 11:40:00,362
05/21/2018 11:45:00,362
05/21/2018 11:50:00,317
05/21/2018 11:55:00,368
05/21/2018 12:00:00,355
05/21/2018 12:05:00,355
05/21/2018 12:10:00,356
05/21/2018 12:15:00,389
05/21/2018 12:20:00,400
05/21/2018 12:25:00,378
05/21/2018 12:30:00,389
05/21/2018 12:35:00,411
05/21/2018 12:40:00,395
05/21/2018 12:45:00,436
05/21/2018 12:50:00,409
05/21/2018 12:55:00,429
05/21/2018 13:00:00,393
05/21/2018 13:05:00,382
05/21/2018 13:10:00,411
05/21/2018 13:15:00,433
05/21/2018 13:20:00,438
05/21/2018 13:25:00,408
05/21/2018 13:30:00,417
05/21/2018 13:35:00,434
05/21/2018 13:40:00,421
05/21/2018 13:45:00,495
05/21/2018 13:50:00,442
05/21/2018 13:55:00,462
05/21/2018 14:00:00,449
05/21/2018 14:05:00,483
05/21/2018 14:10:00,504
05/21/2018 14:15:00,508
05/21/2018 14:20:00,530
05/21/2018 14:25:00,495
05/21/2018 14:30:00,530
05/21/2018 14:35:00,549
05/21/2018 14:40:00,588
05/21/2018 14:45:00,550
05/21/2018 14:50:00,546
05/21/2018 14:55:00,535
05/21/2018 15:00:00,507
05/21/2018 15:05:00,533
05/21/2018 15:10:00,521
05/21/2018 15:15:00,549
05/21/2018 15:20:00,552
05/21/2018 15:25:00,575
05/21/2018 15:30:00,565
05/21/2018 15:35:00,581
05/21/2018 15:40:00,591
05/21/2018 15:45:00,613
05/21/2018 15:50:00,589
05/21/2018 15:55:00,602
05/21/2018 16:00:00,580
05/21/2018 16:05:00,609
05/21/2018 16:10:00,635
05/21/2018 16:15:00,610
05/21/2018 16:20:00,540
05/21/2018 16:25:00,526
05/21/2018 16:30:00,498
05/21/2018 16:35:00,578
05/21/2018 16:40:00,604
05/21/2018 16:45:00,622
05/21/2018 16:50:00,548
05/21/2018 16:55:00,555
05/21/2018 17:00:00,575
05/21/2018 17:05:00,619
05/21/2018 17:10:00,640
05/21/2018 17:15:00,611
05/21/2018 17:20:00,586
05/21/2018 17:25:00,549
05/21/2018 17:30:00,572
05/21/2018 17:35:00,582
05/21/2018 17:40:00,544
05/21/2018 17:45:00,550
05/21/2018 17:50:00,548
05/21/2018 17:55:00,524
05/21/2018 18:00:00,572
05/21/2018 18:05:00,511
05/21/2018 18:10:00,533
05/21/2018 18:15:00,489
05/21/2018 18:20:00,460
05/21/2018 18:25:00,439
05/21/2018 18:30:00,416
05/21/2018 18:35:00,393
05/21/2018 18:40:00,409
05/21/2018 18:45:00,382
05/21/2018 18:50:00,377
05/21/2018 18:55:00,335
05/21/2018 19:00:00,349
05/21/2018 19:05:00,360
05/21/2018 19:10:00,345
05/21/2018 19:15:00,391
05/21/2018 19:20:00,357
05/21/2018 19:25:00,348
05/21/2018 19:30:00,316
05/21/2018 19:35:00,370
05/21/2018 19:40:00,345
05/21/2018 19:45:00,354
05/21/2018 19:50:00,341
05/21/2018 19:55:00,315
05/21/2018 20:00:00,290
05/21/2018 20:05:00,280
05/21/2018 20:10:00,340
05/21/2018 20:15:00,321
05/21/2018 20:20:00,290
05/21/2018 20:25:00,317
05/21/2018 20:30:00,289
05/21/2018 20:35:00,272
05/21/2018 20:40:00,306
05/21/2018 20:45:00,288
05/21/2018 20:50:00,258
05/21/2018 20:55:00,251
05/21/2018 21:00:00,302
05/21/2018 21:05:00,276
05/21/2018 21:10:00,311
05/21/2018 21:15:00,318
05/21/2018 21:20:00,297
05/21/2018 21:25:00,275
05/21/2018 21:30:00,250
05/21/2018 21:35:00,237
05/21/2018 21:40:00,241
05/21/2018 21:45:00,201
05/21/2018 21:50:00,208
05/21/2018 21:55:00,196
05/21/2018 22:00:00,225
05/21/2018 22:05:00,195
05/21/2018 22:10:00,228
05/21/2018 22:15:00,182
05/21/2018 22:20:00,203
05/21/2018 22:25:00,169
05/21/2018 22:30:00,163
05/21/2018 22:35:00,132
05/21/2018 22:40:00,152
05/21/2018 22:45:00,133
05/21/2018 22:50:00,135
05/21/2018 22:55:00,102
05/21/2018 23:00:00,123
05/21/2018 23:05:00,136
05/21/2018 23:10:00,138
05/21/2018 23:15:00,152
05/21/2018 23:20:00,113
05/21/2018 23:25:00,115
05/21/2018 23:30:00,87
05/21/2018 23:35:00,93
05/21/2018 23:40:00,89
05/21/2018 23:45:00,119
05/21/2018 23:50:00,105
05/21/2018 23:55:00,97
05/22/2018 00:00:00,106
05/22/2018 00:05:00,113
05/22/2018 00:10:00,98
05/22/2018 00:15:00,112
05/22/2018 00:20:00,89
05/22/2018 00:25:00,64
05/22/2018 00:30:00,78
05/22/2018 00:35:00,78
05/22/2018 00:40:00,65
05/22/2018 00:45:00,51
05/22/2018 00:50:00,44
05/22/2018 00:55:00,60
05/22/2018 01:00:00,46
05/22/2018 01:05:00,47
05/22/2018 01:10:00,45
05/22/2018 01:15:00,40
05/22/2018 01:20:00,40
05/22/2018 01:25:00,34
05/22/2018 01:30:00,44
05/22/2018 01:35:00,47
05/22/2018 01:40:00,32
05/22/2018 01:45:00,24
05/22/2018 01:50:00,23
05/22/2018 01:55:00,30
05/22/2018 02:00:00,31
05/22/2018 02:05:00,31
05/22/2018 02:10:00,13
05/22/2018 02:15:00,29
05/22/2018 02:20:00,30
05/22/2018 02:25:00,25
05/22/2018 02:30:00,21
05/22/2018 02:35:00,34
05/22/2018 02:40:00,20
05/22/2018 02:45:00,26
05/22/2018 02:50:00,18
05/22/2018 02:55:00,21
05/22/2018 03:00:00,23
05/22/2018 03:05:00,14
05/22/2018 03:10:00,19
05/22/2018 03:15:00,14
05/22/2018 03:20:00,27
05/22/2018 03:25:00,17
05/22/2018 03:30:00,19
05/22/2018 03:35:00,13
05/22/2018 03:40:00,21
05/22/2018 03:45:00,14
05/22/2018 03:50:00,25
05/22/2018 03:55:00,19
05/22/2018 04:00:00,21
05/22/2018 04:05:00,22
05/22/2018 04:10:00,29
05/22/2018 04:15:00,19
05/22/2018 04:20:00,20
05/22/2018 04:25:00,18
05/22/2018 04:30:00,31
05/22/2018 04:35:00,31
05/22/2018 04:40:00,37
05/22/2018 04:45:00,35
05/22/2018 04:50:00,32
05/22/2018 04:55:00,30
05/22/2018 05:00:00,30
05/22/2018 05:05:00,37
05/22/2018 05:10:00,44
05/22/2018 05:15:00,40
05/22/2018 05:20:00,51
05/22/2018 05:25:00,54
05/22/2018 05:30:00,52
05/22/2018 05:35:00,60
05/22/2018 05:40:00,75
05/22/2018 05:45:00,81
05/22/2018 05:50:00,77
05/22/2018 05:55:00,87
05/22/2018 06:00:00,83
05/22/2018 06:05:00,116
05/22/2018 06:10:00,119
05/22/2018 06:15:00,130
05/22/2018 06:20:00,109
05/22/2018 06:25:00,145
05/22/2018 06:30:00,147
05/22/2018 06:35:00,136
05/22/2018 06:40:00,193
05/22/2018 06:45:00,192
05/22/2018 06:50:00,212
05/22/2018 06:55:00,186
05/22/2018 07:00:00,189
05/22/2018 07:05:00,216
05/22/2018 07:10:00,231
05/22/2018 07:15:00,258
05/22/2018 07:20:00,253
05/22/2018 07:25:00,246
05/22/2018 07:30:00,277
05/22/2018 07:35:00,287
05/22/2018 07:40:00,352
05/22/2018 07:45:00,346
05/22/2018 07:50:00,306
05/22/2018 07:55:00,252
05/22/2018 08:00:00,264
05/22/2018 08:05:00,274
05/22/2018 08:10:00,275
05/22/2018 08:15:00,314
05/22/2018 08:20:00,285
05/22/2018 08:25:00,283
05/22/2018 08:30:00,300
05/22/2018 08:35:00,293
05/22/2018 08:40:00,324
05/22/2018 08:45:00,317
05/22/2018 08:50:00,340
05/22/2018 08:55:00,309
05/22/2018 09:00:00,273
05/22/2018 09:05:00,265
05/22/2018 09:10:00,276
05/22/2018 09:15:00,288
05/22/2018 09:20:00,286
05/22/2018 09:25:00,238
05/22/2018 09:30:00,299
05/22/2018 09:35:00,255
05/22/2018 09:40:00,281
05/22/2018 09:45:00,308
05/22/2018 09:50:00,285
05/22/2018 09:55:00,281
05/22/2018 10:00:00,262
05/22/2018 10:05:00,268
05/22/2018 10:10:00,241
05/22/2018 10:15:00,296
05/22/2018 10:20:00,315
05/22/2018 10:25:00,299
05/22/2018 10:30:00,264
05/22/2018 10:35:00,334
05/22/2018 10:40:00,340
05/22/2018 10:45:00,329
05/22/2018 10:50:00,333
05/22/2018 10:55:00,367
05/22/2018 11:00:00,322
05/22/2018 11:05:00,326
05/22/2018 11:10:00,347
05/22/2018 11:15:00,350
05/22/2018 11:20:00,367
05/22/2018 11:25:00,368
05/22/2018 11:30:00,316
05/22/2018 11:35:00,390
05/22/2018 11:40:00,387
05/22/2018 11:45:00,373
05/22/2018 11:50:00,344
05/22/2018 11:55:00,363
05/22/2018 12:00:00,397
05/22/2018 12:05:00,421
05/22/2018 12:10:00,387
05/22/2018 12:15:00,422
05/22/2018 12:20:00,410
05/22/2018 12:25:00,401
05/22/2018 12:30:00,374
05/22/2018 12:35:00,392
05/22/2018 12:40:00,400
05/22/2018 12:45:00,379
05/22/2018 12:50:00,417
05/22/2018 12:55:00,400
05/22/2018 13:00:00,411
05/22/2018 13:05:00,458
05/22/2018 13:10:00,440
05/22/2018 13:15:00,460
05/22/2018 13:20:00,451
05/22/2018 13:25:00,386
05/22/2018 13:30:00,489
05/22/2018 13:35:00,403
05/22/2018 13:40:00,476
05/22/2018 13:45:00,449
05/22/2018 13:50:00,503
05/22/2018 13:55:00,449
05/22/2018 14:00:00,478
05/22/2018 14:05:00,451
05/22/2018 14:10:00,498
05/22/2018 14:15:00,543
05/22/2018 14:20:00,571
05/22/2018 14:25:00,525
05/22/2018 14:30:00,470
05/22/2018 14:35:00,577
05/22/2018 14:40:00,578
05/22/2018 14:45:00,563
05/22/2018 14:50:00,586
05/22/2018 14:55:00,587
05/22/2018 15:00:00,562
05/22/2018 15:05:00,592
05/22/2018 15:10:00,597
05/22/2018 15:15:00,610
05/22/2018 15:20:00,574
05/22/2018 15:25:00,550
05/22/2018 15:30:00,582
05/22/2018 15:35:00,578
05/22/2018 15:40:00,555
05/22/2018 15:45:00,519
05/22/2018 15:50:00,516
05/22/2018 15:55:00,533
05/22/2018 16:00:00,575
05/22/2018 16:05:00,568
05/22/2018 16:10:00,564
05/22/2018 16:15:00,567
05/22/2018 16:20:00,522
05/22/2018 16:25:00,528
05/22/2018 16:30:00,543
05/22/2018 16:35:00,574
05/22/2018 16:40:00,519
05/22/2018 16:45:00,581
05/22/2018 16:50:00,514
05/22/2018 16:55:00,498
05/22/2018 17:00:00,539
05/22/2018 17:05:00,635
05/22/2018 17:10:00,598
05/22/2018 17:15:00,539
05/22/2018 17:20:00,601
05/22/2018 17:25:00,550
05/22/2018 17:30:00,556
05/22/2018 17:35:00,570
05/22/2018 17:40:00,469
05/22/2018 17:45:00,616
05/22/2018 17:50:00,555
05/22/2018 17:55:00,502
05/22/2018 18:00:00,537
05/22/2018 18:05:00,534
05/22/2018 18:10:00,543
05/22/2018 18:15:00,539
05/22/2018 18:20:00,557
05/22/2018 18:25:00,507
05/22/2018 18:30:00,490
05/22/2018 18:35:00,490
05/22/2018 18:40:00,505
05/22/2018 18:45:00,509
05/22/2018 18:50:00,487
05/22/2018 18:55:00,436
05/22/2018 19:00:00,432
05/22/2018 19:05:00,430
05/22/2018 19:10:00,474
05/22/2018 19:15:00,420
05/22/2018 19:20:00,419
05/22/2018 19:25:00,395
05/22/2018 19:30:00,386
05/22/2018 19:35:00,410
05/22/2018 19:40:00,409
05/22/2018 19:45:00,417
05/22/2018 19:50:00,404
05/22/2018 19:55:00,392
05/22/2018 20:00:00,367
05/22/2018 20:05:00,362
05/22/2018 20:10:00,420
05/22/2018 20:15:00,396
05/22/2018 20:20:00,386
05/22/2018 20:25:00,384
05/22/2018 20:30:00,413
05/22/2018 20:35:00,420
05/22/2018 20:40:00,377
05/22/2018 20:45:00,372
05/22/2018 20:50:00,355
05/22/2018 20:55:00,330
05/22/2018 21:00:00,381
05/22/2018 21:05:00,328
05/22/2018 21:10:00,381
05/22/2018 21:15:00,342
05/22/2018 21:20:00,345
05/22/2018 21:25:00,318
05/22/2018 21:30:00,293
05/22/2018 21:35:00,286
05/22/2018 21:40:00,266
05/22/2018 21:45:00,286
05/22/2018 21:50:00,239
05/22/2018 21:55:00,238
05/22/2018 22:00:00,219
05/22/2018 22:05:00,262
05/22/2018 22:10:00,172
05/22/2018 22:15:00,275
05/22/2018 22:20:00,236
05/22/2018 22:25:00,200
05/22/2018 22:30:00,190
05/22/2018 22:35:00,158
05/22/2018 22:40:00,162
05/22/2018 22:45:00,173
05/22/2018 22:50:00,157
05/22/2018 22:55:00,138
05/22/2018 23:00:00,162
05/22/2018 23:05:00,160
05/22/2018 23:10:00,158
05/22/2018 23:15:00,168
05/22/2018 23:20:00,139
05/22/2018 23:25:00,127
05/22/2018 23:30:00,134
05/22/2018 23:35:00,117
05/22/2018 23:40:00,138
05/22/2018 23:45:00,109
05/22/2018 23:50:00,129
05/22/2018 23:55:00,136
05/23/2018 00:00:00,120
05/23/2018 00:05:00,96
05/23/2018 00:10:00,114
05/23/2018 00:15:00,87
05/23/2018 00:20:00,101
05/23/2018 00:25:00,95
05/23/2018 00:30:00,97
05/23/2018 00:35:00,108
05/23/2018 00:40:00,62
05/23/2018 00:45:00,64
05/23/2018 00:50:00,50
05/23/2018 00:55:00,70
05/23/2018 01:00:00,53
05/23/2018 01:05:00,44
05/23/2018 01:10:00,70
05/23/2018 01:15:00,43
05/23/2018 01:20:00,54
05/23/2018 01:25:00,35
05/23/2018 01:30:00,47
05/23/2018 01:35:00,32
05/23/2018 01:40:00,31
05/23/2018 01:45:00,36
05/23/2018 01:50:00,29
05/23/2018 01:55:00,36
05/23/2018 02:00:00,37
05/23/2018 02:05:00,34
05/23/2018 02:10:00,41
05/23/2018 02:15:00,34
